Contrato,Unidade Gestora,Aditivo,Tipo de Contrato,Empresa,Valor,link_id,url,pdf_url_contrato,pdf_file_contrato
007/2013,Fundação Municipal Hospitalar de Macaé – FMHM,3º Aditivo,Prestação de Serviços,R. P. FILHO SERVIÇOS HIDRÁULICOS LTDA,"R$ 117.369,68",593,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=593,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/593/1457992066.pdf,1457992066.pdf
007/2013,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,M DE OLIVEIRA SERVIÇOS MARÍTIMOS EIRELI,"R$ 298.200,00",263,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=263,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/263/1442413810.pdf,1442413810.pdf
007/2013,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,M DE OLIVEIRA SERVIÇOS MARÍTIMOS EIRELI,"R$ 298.200,00",264,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=264,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/264/1442384922.pdf,1442384922.pdf
007/2013,Fundação Municipal Hospitalar de Macaé – FMHM,1º Aditivo,Prestação de Serviços,R. P. FILHO SERVIÇOS HIDRÁULICOS LTDA,"R$ 690.321,21",592,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=592,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/592/1458019565.pdf,1458019565.pdf
001/2012-ESANE,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,FOZ DE MACAÉ S.A,,180,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=180,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/180/1537505351.pdf,1537505351.pdf
001/2012-ESANE,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,FOZ DE MACAÉ S.A,,179,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=179,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/179/1441155700.pdf,1441155700.pdf
001/2012-ESANE,Prefeitura Municipal de Macaé,3º Aditivo,Obras e Serviços de Engenharia,ODEBRECHT AMBIENTAL MACAÉ S.A,"R$ 113.211.569,00",567,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=567,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/567/1454196364.pdf,1454196364.pdf
001/2012-ESANE,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,FOZ DE MACAÉ S.A,"R$ 634.692.000,00",178,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=178,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/178/1441212321.pdf,1441212321.pdf
160/2012,Prefeitura Municipal de Macaé,3º Termo de Apostilamento,Obras e Serviços de Engenharia,CONSÓRCIO NOVA ESPERANÇA,"R$ 3.115.390,42",994,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=994,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/994/1498635934.pdf,1498635934.pdf
160/2012,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Obras e Serviços de Engenharia,CONSÓRCIO NOVA ESPERANÇA,"R$ 5.240.752,00",282,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=282,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/282/1442558896.pdf,1442558896.pdf
160/2012,Prefeitura Municipal de Macaé,3º Aditivo,Obras e Serviços de Engenharia,CONSÓRCIO NOVA ESPERANÇA,,281,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=281,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/281/1442514541.pdf,1442514541.pdf
160/2012,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,CONSÓRCIO NOVA ESPERANÇA,"R$ 99.697,41",280,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=280,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/280/1442570999.pdf,1442570999.pdf
160/2012,Prefeitura Municipal de Macaé,Rescisão Contratual,Obras e Serviços de Engenharia,CONSORCIO NOVA ESPERANÇA,,1385,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1385,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1385/1551303023.pdf,1551303023.pdf
160/2012,Prefeitura Municipal de Macaé,2º Termo de Apostilamento,Obras e Serviços de Engenharia,CONSÓRCIO NOVA ESPERANÇA,,882,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=882,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/882/1486620304.pdf,1486620304.pdf
160/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSÓRCIO NOVA ESPERANÇA,"R$ 45.482.952,10",278,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=278,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/278/1442516868.pdf,1442516868.pdf
160/2012,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,CONSÓRCIO NOVA ESPERANÇA,,279,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=279,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/279/1442588167.pdf,1442588167.pdf
158/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSTRUTORA ZADAR LTDA,"R$ 2.623.825,53",922,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=922,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/922/1491576427.pdf,1491576427.pdf
157/2012,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,REK PARKING EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,,262,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=262,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/262/1442350288.pdf,1442350288.pdf
155/2012,Prefeitura Municipal de Macaé,3º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA AVENIDA LTDA,,276,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=276,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/276/1442555490.pdf,1442555490.pdf
155/2012,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Obras e Serviços de Engenharia,CONSTRUTORA AVENIDA LTDA,"R$ 7.997.650,10",277,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=277,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/277/1442561125.pdf,1442561125.pdf
155/2012,Prefeitura Municipal de Macaé,2º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA AVENIDA LTDA,"R$ 11.918.137,32",275,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=275,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/275/1442552024.pdf,1442552024.pdf
155/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSTRUTORA AVENIDA LTDA,"R$ 62.085.908,76",273,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=273,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/273/1442579127.pdf,1442579127.pdf
155/2012,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA AVENIDA LTDA,"R$ 1.403.031,53",274,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=274,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/274/1442536446.pdf,1442536446.pdf
153/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSTRUTORA MASSARI LTDA,"R$ 5.376.707,23",921,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=921,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/921/1491576456.pdf,1491576456.pdf
152/2012,Prefeitura Municipal de Macaé,Rescisão Contratual,Obras e Serviços de Engenharia,CONSÓRCIO VALE ENCANTADO,,341,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=341,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/341/1443732181.pdf,1443732181.pdf
152/2012,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Obras e Serviços de Engenharia,CONSÓRCIO VALE ENCANTADO,,272,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=272,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/272/1442531554.pdf,1442531554.pdf
152/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSÓRCIO VALE ENCANTADO,"R$ 54.902.807,98",271,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=271,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/271/1442530715.pdf,1442530715.pdf
151/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSTRUTORA RIVER LTDA,"R$ 7.347.852,52",920,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=920,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/920/1491597472.pdf,1491597472.pdf
150/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSTRUTORA RIVER LTDA,"R$ 7.419.428,62",919,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=919,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/919/1491578382.pdf,1491578382.pdf
149/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,ENGETÉCNICA SERVIÇOS E CONSTRUÇÕES LTDA,"R$ 1.511.286,45",918,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=918,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/918/1491570158.pdf,1491570158.pdf
148/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSTRUTORA ZADAR LTDA,"R$ 5.624.112,63",433,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=433,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/433/1446176665.pdf,1446176665.pdf
148/2012,Prefeitura Municipal de Macaé,2º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA ZADAR LTDA,"R$ 220.741,17",435,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=435,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/435/1446640222.pdf,1446640222.pdf
148/2012,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA ZADAR LTDA,"R$ 573.632,58",434,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=434,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/434/1446602455.pdf,1446602455.pdf
139/2012,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,DADY ILHA SOLUÇÕES INTEGRADAS LTDA,"R$ 816.624,00",464,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=464,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/464/1449585402.pdf,1449585402.pdf
139/2012,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,DADY ILHA SOLUÇÕES INTEGRADAS LTDA,"R$ 4.085.004,00",465,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=465,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/465/1449566819.pdf,1449566819.pdf
139/2012,Prefeitura Municipal de Macaé,3º Aditivo,Prestação de Serviços,DADY ILHA SOLUÇÕES INTEGRADAS LTDA,"R$ 4.085.004,00",466,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=466,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/466/1449534760.pdf,1449534760.pdf
139/2012,Prefeitura Municipal de Macaé,4º Aditivo,Prestação de Serviços,DADY ILHA SOLUÇÕES INTEGRADAS LTDA,"R$ 4.085.004,00",461,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=461,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/461/1449081550.pdf,1449081550.pdf
139/2012,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,DADY ILHA SOLUÇÕES INTEGRADAS LTDA,"R$ 3.268.380,00",462,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=462,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/462/1449328316.pdf,1449328316.pdf
118/2012,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,ARSENAL TERRAPLENAGEM LTDA,"R$ 581.054,80",917,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=917,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/917/1491506541.pdf,1491506541.pdf
064/2012,Fundação Educacional de Macaé – Funemac,Contrato Original,Prestação de Serviços,Telemar Norte Leste S/A,"R$ 102.366,96",601,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=601,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/601/1458144352.pdf,1458144352.pdf
064/2012,Fundação Educacional de Macaé – Funemac,1º Aditivo,Prestação de Serviços,Telemar Norte Leste S/A,"R$ 107.311,28",603,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=603,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/603/1458140379.pdf,1458140379.pdf
064/2012,Fundação Educacional de Macaé – Funemac,2º Aditivo,Prestação de Serviços,Telemar Norte Leste S/A,"R$ 107.311,20",605,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=605,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/605/1458154797.pdf,1458154797.pdf
064/2012,Fundação Educacional de Macaé – Funemac,3º Aditivo,Prestação de Serviços,Telemar Norte Leste S/A,"R$ 124.024,32",606,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=606,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/606/1458112213.pdf,1458112213.pdf
053/2012,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,TKS SERVICE LTDA,"R$ 2.479.695,52",916,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=916,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/916/1491578135.pdf,1491578135.pdf
046/2012,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Prestação de Serviços,JEVINETWORK COMÉRCIO E SERVIÇOS LTDA ME,,476,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=476,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/476/1449874347.pdf,1449874347.pdf
046/2012,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,JEVINETWORK COMÉRCIO E SERVIÇOS LTDA EPP,"R$ 292.000,00",258,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=258,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/258/1442388363.pdf,1442388363.pdf
046/2012,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,JEVINETWORK COMÉRCIO E SERVIÇOS LTDA EPP,,259,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=259,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/259/1442397125.pdf,1442397125.pdf
046/2012,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,JEVINETWORK COMÉRCIO E SERVIÇOS LTDA EPP,"R$ 292.000,00",260,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=260,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/260/1442359387.pdf,1442359387.pdf
046/2012,Prefeitura Municipal de Macaé,3º Aditivo,Prestação de Serviços,JEVINETWORK COMÉRCIO E SERVIÇOS LTDA EPP,"R$ 292.000,00",261,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=261,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/261/1442433412.pdf,1442433412.pdf
046/2012,Prefeitura Municipal de Macaé,2º Termo de Apostilamento,Prestação de Serviços,JEVINETWORK COMÉRCIO E SERVIÇOS LTDA ME,,475,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=475,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/475/1449794730.pdf,1449794730.pdf
042/2012,Prefeitura Municipal de Macaé,4º Aditivo,Prestação de Serviços,"SPAN DE RIO DAS OSTRAS SERVIÇOS, CONSTRUÇÕES E COMÉRCIO LTDA","R$ 2.754.405,09",257,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=257,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/257/1442274684.pdf,1442274684.pdf
042/2012,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,"SPAN DE RIO DAS OSTRAS SERVIÇOS, CONSTRUÇÕES E COMÉRCIO LTDA",,255,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=255,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/255/1442338975.pdf,1442338975.pdf
042/2012,Prefeitura Municipal de Macaé,3º Aditivo,Prestação de Serviços,"SPAN DE RIO DAS OSTRAS SERVIÇOS, CONSTRUÇÕES E COMÉRCIO LTDA","R$ 918.135,03",256,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=256,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/256/1442356592.pdf,1442356592.pdf
042/2012,Prefeitura Municipal de Macaé,5º Aditivo,Prestação de Serviços,"SPAN DE RIO DAS OSTRAS SERVIÇOS, CONSTRUÇÕES E COMÉRCIO LTDA","R$ 1.314.800,52",766,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=766,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/766/1470756820.pdf,1470756820.pdf
042/2012,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,"SPAN DE RIO DAS OSTRAS SERVIÇOS, CONSTRUÇÕES E COMÉRCIO LTDA",,254,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=254,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/254/1442369682.pdf,1442369682.pdf
042/2012,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,"SPAN DE RIO DAS OSTRAS SERVIÇOS, CONSTRUÇÕES E COMÉRCIO LTDA","R$ 2.700.000,00",253,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=253,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/253/1442301058.pdf,1442301058.pdf
036/2012,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,FIRE DE CAMPOS EMPREENDIMENTOS LTDA,,351,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=351,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/351/1443730195.pdf,1443730195.pdf
036/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,FIRE DE CAMPOS EMPREENDIMENTOS LTDA,"R$ 1.303.424,96",350,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=350,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/350/1443777740.pdf,1443777740.pdf
036/2012,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Obras e Serviços de Engenharia,FIRE DE CAMPOS EMPREENDIMENTOS LTDA,,352,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=352,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/352/1443789899.pdf,1443789899.pdf
031/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,IN. BRA CONSTRUTORA LTDA,"R$ 28.632,55",915,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=915,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/915/1491523388.pdf,1491523388.pdf
030/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,FIRE DE CAMPOS EMPREENDIMENTOS LTDA,"R$ 482.075,28",347,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=347,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/347/1443749593.pdf,1443749593.pdf
030/2012,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,FIRE DE CAMPOS EMPREENDIMENTOS LTDA,,348,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=348,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/348/1443755474.pdf,1443755474.pdf
030/2012,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Obras e Serviços de Engenharia,FIRE DE CAMPOS EMPREENDIMENTOS LTDA,,349,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=349,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/349/1443719567.pdf,1443719567.pdf
029/2012,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,METROPOLIS PROJETOS URBANOS LTDA,,772,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=772,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/772/1470966012.pdf,1470966012.pdf
029/2012,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,METROPOLIS PROJETOS URBANOS LTDA,"R$ 596.370,00",773,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=773,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/773/1471093648.pdf,1471093648.pdf
021/2012,Fundo Municipal de Transporte e Trânsito – FMTT,3º Aditivo,Prestação de Serviços,"EJORAN EDITORA DE JORNAIS, REVISTAS E AGENCIA DE NOTÍCIAS LTDA","R$ 30.000,00",290,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=290,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/290/1442533691.pdf,1442533691.pdf
021/2012,Fundo Municipal de Transporte e Trânsito – FMTT,2º Aditivo,Prestação de Serviços,"EJORAN EDITORA DE JORNAIS, REVISTAS E AGENCIA DE NOTÍCIAS LTDA","R$ 30.000,00",289,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=289,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/289/1442535083.pdf,1442535083.pdf
021/2012,Fundo Municipal de Transporte e Trânsito – FMTT,1º Aditivo,Prestação de Serviços,"EJORAN EDITORA DE JORNAIS, REVISTAS E AGENCIA DE NOTÍCIAS LTDA","R$ 24.000,00",288,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=288,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/288/1442569166.pdf,1442569166.pdf
021/2012,Fundo Municipal de Transporte e Trânsito – FMTT,4º Aditivo,Prestação de Serviços,"EJORAN EDITORA DE JORNAIS, REVISTAS E AGENCIA DE NOTÍCIAS LTDA","R$ 30.000,00",194,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=194,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/194/1441381017.pdf,1441381017.pdf
021/2012,Fundo Municipal de Transporte e Trânsito – FMTT,Contrato Original,Prestação de Serviços,"EJORAN EDITORA DE JORNAIS, REVISTAS E AGENCIA DE NOTÍCIAS LTDA","R$ 24.000,00",287,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=287,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/287/1442541761.pdf,1442541761.pdf
005/2012,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,INTERSEA AMBIENTAL COMÉRCIO E SERVIÇOS LTDA,"R$ 6.916.182,64",914,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=914,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/914/1491538267.pdf,1491538267.pdf
264/2011,Prefeitura Municipal de Macaé,Rescisão Contratual,Obras e Serviços de Engenharia,CONSTRUTORA RIVER LTDA,"R$ 7.308.727,08",1534,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1534,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1534/1568878760.pdf,1568878760.pdf
264/2011,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA RIVER LTDA,"R$ 7.308.727,08",913,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=913,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/913/1491582565.pdf,1491582565.pdf
264/2011,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSTRUTORA RIVER LTDA,"R$ 7.308.727,08",912,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=912,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/912/1491540003.pdf,1491540003.pdf
262/2011,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,ENGETÉCNICA SERVIÇOS E CONSTRUÇÕES LTDA,"R$ 445.351,38",911,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=911,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/911/1491535708.pdf,1491535708.pdf
262/2011,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,ENGETÉCNICA SERVIÇOS E CONSTRUÇÕES LTDA,"R$ 8.209.535,32",910,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=910,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/910/1491521983.pdf,1491521983.pdf
251/2011,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,T.K.S SERVICE LTDA,"R$ 1.257.946,41",909,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=909,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/909/1491583472.pdf,1491583472.pdf
232/2011,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,T.K.S SERVICE LTDA,"R$ 623.352,10",908,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=908,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/908/1491490720.pdf,1491490720.pdf
